starttime,tilt1,tilt2,compass,accelerometer,ax,ay,az
2020-01-21 16:37:44.100000,-8.25,22.437,265.125,0.98,387.0,-122.0,893.0
2020-01-21 16:37:44.200000,-8.25,22.437,265.125,0.98,387.0,-122.0,893.0
2020-01-21 16:37:44.300000,-8.25,22.437,265.125,0.982,387.0,-124.0,894.0
2020-01-21 16:37:44.400000,-8.25,22.437,265.125,0.98,387.0,-123.0,892.0
2020-01-21 16:37:44.500000,-8.25,22.437,265.125,0.98,387.0,-123.0,892.0
2020-01-21 16:37:44.600000,-8.25,22.437,265.125,0.98,388.0,-123.0,892.0
2020-01-21 16:37:44.700000,-8.25,22.437,265.125,0.98,389.0,-122.0,892.0
2020-01-21 16:37:44.800000,-8.25,22.437,265.125,0.98,389.0,-122.0,892.0
2020-01-21 16:37:44.900000,-8.25,22.437,265.125,0.98,388.0,-123.0,892.0
2020-01-21 16:37:45,-8.25,22.437,265.125,0.981,388.0,-122.0,893.0
2020-01-21 16:37:45.100000,-8.25,22.437,265.125,0.981,388.0,-122.0,893.0
2020-01-21 16:37:45.200000,-8.25,22.437,265.125,0.98,387.0,-123.0,892.0
2020-01-21 16:37:45.300000,-8.25,22.437,265.125,0.98,388.0,-123.0,892.0
2020-01-21 16:37:45.400000,-8.25,22.437,265.125,0.98,388.0,-123.0,892.0
2020-01-21 16:37:45.500000,-8.25,22.437,265.125,0.981,388.0,-123.0,893.0
2020-01-21 16:37:45.600000,-8.25,22.437,265.125,0.98,388.0,-122.0,892.0
2020-01-21 16:37:45.700000,-8.25,22.437,265.125,0.98,388.0,-122.0,892.0
2020-01-21 16:37:45.800000,-8.25,22.437,265.125,0.98,388.0,-123.0,892.0
2020-01-21 16:37:45.900000,-8.25,22.437,265.125,0.981,388.0,-123.0,893.0
2020-01-21 16:37:46,-8.25,22.437,265.125,0.981,388.0,-123.0,893.0
2020-01-21 16:37:46.100000,-8.25,22.437,265.125,0.979,388.0,-123.0,891.0
2020-01-21 16:37:46.200000,-8.25,22.437,265.125,0.98,389.0,-122.0,892.0
2020-01-21 16:37:46.300000,-8.25,22.437,265.125,0.98,389.0,-122.0,892.0
2020-01-21 16:37:46.400000,-8.25,22.437,265.125,0.981,390.0,-121.0,892.0
2020-01-21 16:37:46.500000,-8.188,22.5,265.125,0.981,391.0,-121.0,892.0
2020-01-21 16:37:46.600000,-8.188,22.5,265.125,0.981,391.0,-121.0,892.0
2020-01-21 16:37:46.700000,-8.188,22.437,265.125,0.979,390.0,-120.0,891.0
2020-01-21 16:37:46.800000,-8.188,22.562,265.125,0.981,389.0,-121.0,893.0
2020-01-21 16:37:46.900000,-8.188,22.562,265.125,0.981,389.0,-121.0,893.0
2020-01-21 16:37:47,-8.188,22.375,265.125,0.98,389.0,-120.0,892.0
2020-01-21 16:37:47.100000,-8.188,22.375,265.125,0.98,389.0,-121.0,892.0
2020-01-21 16:37:47.200000,-8.188,22.375,265.125,0.98,389.0,-121.0,892.0
2020-01-21 16:37:47.300000,-8.188,22.375,265.125,0.98,389.0,-121.0,892.0
2020-01-21 16:37:47.400000,-8.188,22.562,265.125,0.98,390.0,-120.0,892.0
2020-01-21 16:37:47.500000,-8.188,22.562,265.125,0.98,390.0,-120.0,892.0
2020-01-21 16:37:47.600000,-8.188,22.375,265.125,0.98,390.0,-120.0,892.0
2020-01-21 16:37:47.700000,-8.188,22.375,265.125,0.98,389.0,-121.0,892.0
2020-01-21 16:37:47.800000,-8.188,22.375,265.125,0.98,389.0,-121.0,892.0
2020-01-21 16:37:47.900000,-8.188,22.375,265.125,0.981,390.0,-121.0,892.0
2020-01-21 16:37:48,-8.188,22.375,265.125,0.98,389.0,-121.0,892.0
2020-01-21 16:37:48.100000,-8.188,22.375,265.125,0.98,389.0,-121.0,892.0
2020-01-21 16:37:48.200000,-8.188,22.375,265.125,0.981,390.0,-121.0,892.0
2020-01-21 16:37:48.300000,-8.188,22.375,265.125,0.979,389.0,-121.0,891.0
2020-01-21 16:37:48.400000,-8.188,22.375,265.125,0.979,389.0,-121.0,891.0
2020-01-21 16:37:48.500000,-8.188,22.375,265.125,0.98,389.0,-121.0,892.0
2020-01-21 16:37:48.600000,-8.188,22.375,265.125,0.98,389.0,-121.0,892.0
2020-01-21 16:37:48.700000,-8.188,22.375,265.125,0.98,389.0,-121.0,892.0
2020-01-21 16:37:48.800000,-8.188,22.437,265.125,0.98,389.0,-120.0,892.0
2020-01-21 16:37:48.900000,-8.188,22.437,265.125,0.98,388.0,-121.0,892.0
2020-01-21 16:37:49,-8.188,22.437,265.125,0.98,388.0,-121.0,892.0
2020-01-21 16:37:49.100000,-8.188,22.437,265.125,0.979,387.0,-121.0,892.0
2020-01-21 16:37:49.200000,-8.188,22.437,265.125,0.981,388.0,-121.0,893.0
2020-01-21 16:37:49.300000,-8.188,22.437,265.125,0.981,388.0,-121.0,893.0
2020-01-21 16:37:49.400000,-8.188,22.437,265.125,0.98,386.0,-121.0,893.0
2020-01-21 16:37:49.500000,-8.188,22.562,265.125,0.981,388.0,-120.0,893.0
2020-01-21 16:37:49.600000,-8.188,22.562,265.125,0.981,388.0,-120.0,893.0
2020-01-21 16:37:49.700000,-8.188,22.375,265.125,0.981,387.0,-121.0,894.0
2020-01-21 16:37:49.800000,-8.188,22.375,265.125,0.98,387.0,-122.0,893.0
2020-01-21 16:37:49.900000,-8.188,22.375,265.125,0.98,387.0,-122.0,893.0
2020-01-21 16:37:50,-8.188,22.375,265.125,0.981,388.0,-120.0,893.0
2020-01-21 16:37:50.100000,-8.188,22.375,265.125,0.98,388.0,-121.0,892.0
2020-01-21 16:37:50.200000,-8.188,22.375,265.125,0.98,388.0,-121.0,892.0
2020-01-21 16:37:50.300000,-8.188,22.375,265.125,0.981,389.0,-122.0,893.0
2020-01-21 16:37:50.400000,-8.188,22.375,265.125,0.98,387.0,-120.0,893.0
2020-01-21 16:37:50.500000,-8.188,22.375,265.125,0.98,387.0,-120.0,893.0
2020-01-21 16:37:50.600000,-8.188,22.375,265.125,0.979,385.0,-119.0,893.0
2020-01-21 16:37:50.700000,-8.188,22.375,265.125,0.98,387.0,-119.0,893.0
2020-01-21 16:37:50.800000,-8.188,22.375,265.125,0.98,387.0,-119.0,893.0
2020-01-21 16:37:50.900000,-8.188,22.5,265.125,0.981,390.0,-114.0,893.0
2020-01-21 16:37:51,-7.938,22.625,265.125,0.98,386.0,-117.0,894.0
2020-01-21 16:37:51.100000,-7.938,22.625,265.125,0.98,386.0,-117.0,894.0
2020-01-21 16:37:51.200000,-8.125,22.125,265.25,0.979,382.0,-117.0,894.0
2020-01-21 16:37:51.300000,-8.063,22.562,265.062,0.982,388.0,-116.0,895.0
2020-01-21 16:37:51.400000,-8.063,22.562,265.062,0.982,388.0,-116.0,895.0
2020-01-21 16:37:51.500000,-8.063,22.437,265.062,0.979,382.0,-118.0,894.0
2020-01-21 16:37:51.600000,-7.938,22.312,265.125,0.984,383.0,-117.0,899.0
2020-01-21 16:37:51.700000,-7.938,22.312,265.125,0.984,383.0,-117.0,899.0
2020-01-21 16:37:51.800000,-8.0,21.812,265.312,0.982,365.0,-126.0,903.0
2020-01-21 16:37:51.900000,-8.313,21.5,265.312,0.976,369.0,-132.0,894.0
2020-01-21 16:37:52,-8.688,21.562,265.062,0.981,376.0,-130.0,897.0
2020-01-21 16:37:52.100000,-8.688,21.562,265.062,0.981,376.0,-130.0,897.0
2020-01-21 16:37:52.200000,-8.688,22.312,264.75,0.982,381.0,-128.0,896.0
2020-01-21 16:37:52.300000,-8.625,22.125,264.812,0.98,378.0,-129.0,896.0
2020-01-21 16:37:52.400000,-8.625,22.125,264.812,0.98,378.0,-129.0,896.0
2020-01-21 16:37:52.500000,-8.625,22.187,264.812,0.98,380.0,-129.0,895.0
2020-01-21 16:37:52.600000,-8.625,22.25,264.812,0.983,381.0,-129.0,897.0
2020-01-21 16:37:52.700000,-8.625,22.25,264.812,0.983,381.0,-129.0,897.0
2020-01-21 16:37:52.800000,-8.563,22.437,264.812,0.981,379.0,-127.0,896.0
2020-01-21 16:37:52.900000,-8.563,22.187,264.812,0.98,376.0,-130.0,896.0
2020-01-21 16:37:53,-8.563,22.187,264.812,0.98,376.0,-130.0,896.0
2020-01-21 16:37:53.100000,-8.563,22.187,264.812,0.98,380.0,-127.0,895.0
2020-01-21 16:37:53.200000,-8.563,22.375,264.937,0.98,381.0,-126.0,895.0
2020-01-21 16:37:53.300000,-8.563,22.375,264.937,0.98,381.0,-126.0,895.0
2020-01-21 16:37:53.400000,-8.563,22.437,264.75,0.981,385.0,-124.0,894.0
2020-01-21 16:37:53.500000,-8.5,22.875,264.875,0.981,386.0,-124.0,894.0
2020-01-21 16:37:53.600000,-8.5,22.875,264.875,0.981,386.0,-124.0,894.0
2020-01-21 16:37:53.700000,-8.5,22.5,264.75,0.972,380.0,-125.0,886.0
2020-01-21 16:37:53.800000,-8.25,23.562,264.5,0.99,416.0,-109.0,892.0
2020-01-21 16:37:53.900000,-8.25,23.562,264.5,0.99,416.0,-109.0,892.0
2020-01-21 16:37:54,-7.938,24.125,264.562,0.977,400.0,-116.0,884.0
2020-01-21 16:37:54.100000,-8.188,23.875,264.562,0.98,401.0,-117.0,887.0
2020-01-21 16:37:54.200000,-8.188,23.875,264.562,0.98,401.0,-117.0,887.0
2020-01-21 16:37:54.300000,-8.188,23.625,264.75,0.98,400.0,-117.0,887.0
2020-01-21 16:37:54.400000,-8.188,23.687,264.562,0.98,401.0,-118.0,887.0
2020-01-21 16:37:54.500000,-8.188,23.687,264.562,0.98,401.0,-118.0,887.0
2020-01-21 16:37:54.600000,-8.063,23.812,264.625,0.979,399.0,-120.0,887.0
2020-01-21 16:37:54.700000,-8.25,23.625,264.625,0.98,398.0,-119.0,888.0
2020-01-21 16:37:54.800000,-8.25,23.625,264.625,0.98,398.0,-119.0,888.0
2020-01-21 16:37:54.900000,-8.25,23.625,264.625,0.98,397.0,-120.0,888.0
2020-01-21 16:37:55,-8.25,23.625,264.625,0.979,396.0,-119.0,888.0
2020-01-21 16:37:55.100000,-8.25,23.625,264.625,0.979,396.0,-119.0,888.0
2020-01-21 16:37:55.200000,-8.25,23.75,264.75,0.979,397.0,-119.0,888.0
2020-01-21 16:37:55.300000,-8.25,23.562,264.75,0.98,394.0,-121.0,890.0
2020-01-21 16:37:55.400000,-8.25,23.562,264.75,0.98,394.0,-121.0,890.0
2020-01-21 16:37:55.500000,-8.125,23.625,264.562,0.98,396.0,-120.0,889.0
2020-01-21 16:37:55.600000,-8.313,23.75,264.687,0.979,396.0,-119.0,888.0
2020-01-21 16:37:55.700000,-8.313,23.75,264.687,0.979,396.0,-119.0,888.0
2020-01-21 16:37:55.800000,-8.313,23.687,264.5,0.979,397.0,-119.0,888.0
2020-01-21 16:37:55.900000,-8.313,23.812,264.5,0.98,396.0,-121.0,889.0
2020-01-21 16:37:56,-8.313,23.812,264.5,0.98,396.0,-121.0,889.0
2020-01-21 16:37:56.100000,-8.188,23.625,264.5,0.98,395.0,-121.0,889.0
2020-01-21 16:37:56.200000,-8.375,23.812,264.5,0.981,396.0,-122.0,890.0
2020-01-21 16:37:56.300000,-8.375,23.812,264.5,0.981,396.0,-122.0,890.0
2020-01-21 16:37:56.400000,-8.188,23.562,264.5,0.978,393.0,-121.0,888.0
2020-01-21 16:37:56.500000,-8.375,23.687,264.5,0.981,396.0,-121.0,890.0
2020-01-21 16:37:56.600000,-8.375,23.687,264.5,0.981,396.0,-121.0,890.0
2020-01-21 16:37:56.700000,-8.375,23.75,264.5,0.979,396.0,-121.0,888.0
2020-01-21 16:37:56.800000,-8.375,23.75,264.5,0.979,396.0,-121.0,888.0
2020-01-21 16:37:56.900000,-8.375,23.75,264.5,0.979,396.0,-121.0,888.0
2020-01-21 16:37:57,-8.375,23.75,264.5,0.981,397.0,-121.0,889.0
2020-01-21 16:37:57.100000,-8.375,23.75,264.5,0.98,396.0,-122.0,889.0
2020-01-21 16:37:57.200000,-8.375,23.75,264.5,0.98,396.0,-122.0,889.0
2020-01-21 16:37:57.300000,-8.375,23.75,264.5,0.979,395.0,-121.0,888.0
2020-01-21 16:37:57.400000,-8.375,23.75,264.5,0.98,396.0,-121.0,889.0
2020-01-21 16:37:57.500000,-8.375,23.75,264.5,0.98,396.0,-121.0,889.0
2020-01-21 16:37:57.600000,-8.375,23.75,264.5,0.98,395.0,-121.0,889.0
2020-01-21 16:37:57.700000,-8.375,23.75,264.5,0.98,395.0,-121.0,889.0
2020-01-21 16:37:57.800000,-8.375,23.75,264.5,0.98,395.0,-121.0,889.0
2020-01-21 16:37:57.900000,-8.375,23.75,264.5,0.98,393.0,-122.0,890.0
2020-01-21 16:37:58,-8.375,23.75,264.5,0.981,395.0,-122.0,890.0
2020-01-21 16:37:58.100000,-8.375,23.75,264.5,0.981,395.0,-122.0,890.0
