starttime,value
2020-01-13 15:50:36.200000,214.187
2020-01-13 15:50:36.400000,214.187
2020-01-13 15:50:36.600000,214.187
2020-01-13 15:50:36.800000,214.187
2020-01-13 15:50:37,214.187
2020-01-13 15:50:37.200000,214.187
2020-01-13 15:50:37.400000,214.312
2020-01-13 15:50:37.600000,214.125
2020-01-13 15:50:37.800000,214.125
2020-01-13 15:50:38,214.125
2020-01-13 15:50:38.200000,214.062
2020-01-13 15:50:38.400000,214.062
2020-01-13 15:50:38.600000,214.062
2020-01-13 15:50:38.800000,219.687
2020-01-13 15:50:39,217.625
2020-01-13 15:50:39.200000,213.125
2020-01-13 15:50:39.400000,213.875
2020-01-13 15:50:39.600000,206.812
2020-01-13 15:50:39.800000,219.0
2020-01-13 15:50:40,212.187
2020-01-13 15:50:40.200000,206.125
2020-01-13 15:50:40.400000,213.062
2020-01-13 15:50:40.600000,213.312
2020-01-13 15:50:40.800000,211.937
2020-01-13 15:50:41,215.187
2020-01-13 15:50:41.200000,213.687
2020-01-13 15:50:41.400000,213.125
2020-01-13 15:50:41.600000,206.75
2020-01-13 15:50:41.800000,201.625
2020-01-13 15:50:42,204.0
2020-01-13 15:50:42.200000,213.437
2020-01-13 15:50:42.400000,209.875
2020-01-13 15:50:42.600000,207.437
2020-01-13 15:50:42.800000,205.687
2020-01-13 15:50:43,204.562
2020-01-13 15:50:43.200000,207.25
2020-01-13 15:50:43.400000,210.062
2020-01-13 15:50:43.600000,210.812
2020-01-13 15:50:43.800000,210.75
2020-01-13 15:50:44,210.5
2020-01-13 15:50:44.200000,209.187
2020-01-13 15:50:44.400000,209.562
2020-01-13 15:50:44.600000,209.562
2020-01-13 15:50:44.800000,210.312
2020-01-13 15:50:45,209.312
2020-01-13 15:50:45.200000,211.562
2020-01-13 15:50:45.400000,215.687
2020-01-13 15:50:45.600000,217.0
2020-01-13 15:50:45.800000,218.437
2020-01-13 15:50:46,219.125
2020-01-13 15:50:46.200000,218.125
2020-01-13 15:50:46.400000,209.125
2020-01-13 15:50:46.600000,209.062
2020-01-13 15:50:46.800000,211.875
2020-01-13 15:50:47,217.0
2020-01-13 15:50:47.200000,220.5
2020-01-13 15:50:47.400000,223.5
2020-01-13 15:50:47.600000,224.75
2020-01-13 15:50:47.800000,223.437
2020-01-13 15:50:48,221.125
2020-01-13 15:50:48.200000,220.687
2020-01-13 15:50:48.400000,220.937
2020-01-13 15:50:48.600000,219.312
2020-01-13 15:50:48.800000,219.375
2020-01-13 15:50:49,223.937
2020-01-13 15:50:49.200000,225.062
2020-01-13 15:50:49.400000,225.25
2020-01-13 15:50:49.600000,225.312
2020-01-13 15:50:49.800000,225.437
2020-01-13 15:50:50,224.187
2020-01-13 15:50:50.200000,218.437
2020-01-13 15:50:50.400000,218.0
2020-01-13 15:50:50.600000,218.937
2020-01-13 15:50:50.800000,219.687
2020-01-13 15:50:51,225.25
2020-01-13 15:50:51.200000,220.75
2020-01-13 15:50:51.400000,224.5
2020-01-13 15:50:51.600000,225.75
2020-01-13 15:50:51.800000,226.937
2020-01-13 15:50:52,227.5
2020-01-13 15:50:52.200000,229.25
