start,end,avg
2020-01-10 20:19:15.400000,2020-01-10 20:19:15.600000,0.318,g
2020-01-10 20:19:15.600000,2020-01-10 20:19:15.800000,0.897,g
2020-01-10 20:19:15.800000,2020-01-10 20:19:16,0.359,g
2020-01-10 20:19:16,2020-01-10 20:19:16.200000,0.621,g
2020-01-10 20:19:16.200000,2020-01-10 20:19:16.400000,1.026,g
2020-01-10 20:19:16.400000,2020-01-10 20:19:16.600000,0.279,g
2020-01-10 20:19:16.600000,2020-01-10 20:19:16.800000,0.293,g
2020-01-10 20:19:16.800000,2020-01-10 20:19:17,0.974,g
2020-01-10 20:19:17,2020-01-10 20:19:17.200000,1.246,g
2020-01-10 20:19:17.200000,2020-01-10 20:19:17.400000,0.852,g
2020-01-10 20:19:17.400000,2020-01-10 20:19:17.600000,0.783,g
2020-01-10 20:19:17.600000,2020-01-10 20:19:17.800000,0.628,g
2020-01-10 20:19:17.800000,2020-01-10 20:19:18,0.652,g
2020-01-10 20:19:18,2020-01-10 20:19:18.200000,0.503,g
2020-01-10 20:19:18.200000,2020-01-10 20:19:18.400000,0.233,g
2020-01-10 20:19:18.400000,2020-01-10 20:19:18.600000,0.655,g
2020-01-10 20:19:18.600000,2020-01-10 20:19:18.800000,0.621,g
2020-01-10 20:19:18.800000,2020-01-10 20:19:19,0.755,g
2020-01-10 20:19:19,2020-01-10 20:19:19.200000,1.389,g
2020-01-10 20:19:19.200000,2020-01-10 20:19:19.400000,1.071,g
2020-01-10 20:19:19.400000,2020-01-10 20:19:19.600000,0.98,g
2020-01-10 20:19:19.600000,2020-01-10 20:19:19.800000,1.583,g
2020-01-10 20:19:19.800000,2020-01-10 20:19:20,0.441,g
2020-01-10 20:19:20,2020-01-10 20:19:20.200000,1.465,g
2020-01-10 20:19:20.200000,2020-01-10 20:19:20.400000,1.194,g
2020-01-10 20:19:20.400000,2020-01-10 20:19:20.600000,1.114,g
2020-01-10 20:19:20.600000,2020-01-10 20:19:20.800000,0.625,g
2020-01-10 20:19:20.800000,2020-01-10 20:19:21,1.135,g
2020-01-10 20:19:21,2020-01-10 20:19:21.200000,0.364,g
2020-01-10 20:19:21.200000,2020-01-10 20:19:21.400000,0.964,g
2020-01-10 20:19:21.400000,2020-01-10 20:19:21.600000,0.139,g
2020-01-10 20:19:21.600000,2020-01-10 20:19:21.800000,0.272,g
2020-01-10 20:19:21.800000,2020-01-10 20:19:22,0.197,g
2020-01-10 20:19:22,2020-01-10 20:19:22.200000,0.062,g
2020-01-10 20:19:22.200000,2020-01-10 20:19:22.400000,0.197,g
2020-01-10 20:19:22.400000,2020-01-10 20:19:22.600000,0.108,g
2020-01-10 20:19:22.600000,2020-01-10 20:19:22.800000,0.25,g
2020-01-10 20:19:22.800000,2020-01-10 20:19:23,0.153,g
2020-01-10 20:19:23,2020-01-10 20:19:23.200000,0.088,g
2020-01-10 20:19:23.200000,2020-01-10 20:19:23.400000,0.062,g
2020-01-10 20:19:23.400000,2020-01-10 20:19:23.600000,0.0,g
2020-01-10 20:19:23.600000,2020-01-10 20:19:23.800000,0.125,g
2020-01-10 20:19:23.800000,2020-01-10 20:19:24,0.187,g
2020-01-10 20:19:24,2020-01-10 20:19:24.200000,0.062,g
2020-01-10 20:19:24.200000,2020-01-10 20:19:24.400000,0.312,g
2020-01-10 20:19:24.400000,2020-01-10 20:19:24.600000,0.293,g
2020-01-10 20:19:24.600000,2020-01-10 20:19:24.800000,0.108,g
2020-01-10 20:19:24.800000,2020-01-10 20:19:25,0.664,g
2020-01-10 20:19:25,2020-01-10 20:19:25.200000,0.265,g
2020-01-10 20:19:25.200000,2020-01-10 20:19:25.400000,0.414,g
2020-01-10 20:19:25.400000,2020-01-10 20:19:25.600000,0.225,g
2020-01-10 20:19:25.600000,2020-01-10 20:19:25.800000,0.139,g
2020-01-10 20:19:25.800000,2020-01-10 20:19:26,0.207,g
2020-01-10 20:19:26,2020-01-10 20:19:26.200000,0.225,g
2020-01-10 20:19:26.200000,2020-01-10 20:19:26.400000,0.125,g
2020-01-10 20:19:26.400000,2020-01-10 20:19:26.600000,0.125,g
2020-01-10 20:19:26.600000,2020-01-10 20:19:26.800000,0.125,g
2020-01-10 20:19:26.800000,2020-01-10 20:19:27,0.108,g
2020-01-10 20:19:27,2020-01-10 20:19:27.200000,0.062,g
