starttime,value
2020-01-13 15:30:57.600000,1.008
2020-01-13 15:30:57.800000,1.009
2020-01-13 15:30:58,1.008
2020-01-13 15:30:58.200000,1.009
2020-01-13 15:30:58.400000,1.009
2020-01-13 15:30:58.600000,1.008
2020-01-13 15:30:58.800000,1.009
2020-01-13 15:30:59,1.009
2020-01-13 15:30:59.200000,1.009
2020-01-13 15:30:59.400000,1.009
2020-01-13 15:30:59.600000,1.016
2020-01-13 15:30:59.800000,1.002
2020-01-13 15:31:00,1.009
2020-01-13 15:31:00.200000,0.907
2020-01-13 15:31:00.400000,0.979
2020-01-13 15:31:00.600000,0.848
2020-01-13 15:31:00.800000,1.129
2020-01-13 15:31:01,0.815
2020-01-13 15:31:01.200000,0.912
2020-01-13 15:31:01.400000,1.208
2020-01-13 15:31:01.600000,1.027
2020-01-13 15:31:01.800000,1.03
2020-01-13 15:31:02,1.019
2020-01-13 15:31:02.200000,1.024
2020-01-13 15:31:02.400000,1.015
2020-01-13 15:31:02.600000,1.029
2020-01-13 15:31:02.800000,1.02
