starttime,value
2020-01-13 11:44:11.800000,1.057
2020-01-13 11:44:12,1.057
2020-01-13 11:44:12.200000,1.057
2020-01-13 11:44:12.400000,1.056
2020-01-13 11:44:12.600000,1.056
2020-01-13 11:44:12.800000,1.055
2020-01-13 11:44:13,1.055
2020-01-13 11:44:13.200000,1.056
2020-01-13 11:44:13.400000,1.056
2020-01-13 11:44:13.600000,1.057
2020-01-13 11:44:13.800000,1.057
2020-01-13 11:44:14,1.058
2020-01-13 11:44:14.200000,1.054
2020-01-13 11:44:14.400000,1.057
2020-01-13 11:44:14.600000,1.056
2020-01-13 11:44:14.800000,1.055
2020-01-13 11:44:15,1.055
2020-01-13 11:44:15.200000,1.057
2020-01-13 11:44:15.400000,1.058
2020-01-13 11:44:15.600000,1.057
2020-01-13 11:44:15.800000,1.06
2020-01-13 11:44:16,1.051
2020-01-13 11:44:16.200000,1.055
2020-01-13 11:44:16.400000,1.056
2020-01-13 11:44:16.600000,1.056
2020-01-13 11:44:16.800000,1.056
