starttime,value
2020-01-13 12:03:58,138.437
2020-01-13 12:03:58.200000,138.437
2020-01-13 12:03:58.400000,138.437
2020-01-13 12:03:58.600000,138.437
2020-01-13 12:03:58.800000,138.562
2020-01-13 12:03:59,138.562
2020-01-13 12:03:59.200000,138.437
2020-01-13 12:03:59.400000,138.562
2020-01-13 12:03:59.600000,138.562
2020-01-13 12:03:59.800000,138.437
2020-01-13 12:04:00,138.437
2020-01-13 12:04:00.200000,138.437
2020-01-13 12:04:00.400000,138.437
2020-01-13 12:04:00.600000,138.437
2020-01-13 12:04:00.800000,138.437
2020-01-13 12:04:01,138.437
2020-01-13 12:04:01.200000,138.437
2020-01-13 12:04:01.400000,138.437
2020-01-13 12:04:01.600000,138.437
2020-01-13 12:04:01.800000,138.437
2020-01-13 12:04:02,138.5
2020-01-13 12:04:02.200000,138.375
2020-01-13 12:04:02.400000,138.375
2020-01-13 12:04:02.600000,138.562
2020-01-13 12:04:02.800000,144.125
2020-01-13 12:04:03,159.875
2020-01-13 12:04:03.200000,156.875
2020-01-13 12:04:03.400000,154.562
2020-01-13 12:04:03.600000,151.312
2020-01-13 12:04:03.800000,149.375
2020-01-13 12:04:04,149.75
2020-01-13 12:04:04.200000,149.312
2020-01-13 12:04:04.400000,149.312
2020-01-13 12:04:04.600000,149.312
2020-01-13 12:04:04.800000,149.375
