starttime,value
2020-01-13 15:04:35.400000,47.062
2020-01-13 15:04:35.600000,45.187
2020-01-13 15:04:35.800000,45.187
2020-01-13 15:04:36,45.062
2020-01-13 15:04:36.200000,45.375
2020-01-13 15:04:36.400000,45.687
2020-01-13 15:04:36.600000,45.687
2020-01-13 15:04:36.800000,45.75
2020-01-13 15:04:37,45.812
2020-01-13 15:04:37.200000,46.0
2020-01-13 15:04:37.400000,46.25
2020-01-13 15:04:37.600000,46.375
2020-01-13 15:04:37.800000,46.312
2020-01-13 15:04:38,46.5
2020-01-13 15:04:38.200000,46.625
2020-01-13 15:04:38.400000,46.75
2020-01-13 15:04:38.600000,46.875
2020-01-13 15:04:38.800000,47.062
2020-01-13 15:04:39,46.875
2020-01-13 15:04:39.200000,47.062
2020-01-13 15:04:39.400000,47.312
2020-01-13 15:04:39.600000,47.062
2020-01-13 15:04:39.800000,46.812
2020-01-13 15:04:40,58.875
2020-01-13 15:04:40.200000,65.062
2020-01-13 15:04:40.400000,66.812
2020-01-13 15:04:40.600000,65.0
2020-01-13 15:04:40.800000,44.687
2020-01-13 15:04:41,50.812
2020-01-13 15:04:41.200000,49.75
2020-01-13 15:04:41.400000,51.0
2020-01-13 15:04:41.600000,43.5
2020-01-13 15:04:41.800000,38.5
2020-01-13 15:04:42,39.187
2020-01-13 15:04:42.200000,44.375
2020-01-13 15:04:42.400000,33.312
2020-01-13 15:04:42.600000,47.937
2020-01-13 15:04:42.800000,34.625
2020-01-13 15:04:43,49.187
2020-01-13 15:04:43.200000,56.75
2020-01-13 15:04:43.400000,55.562
2020-01-13 15:04:43.600000,56.687
2020-01-13 15:04:43.800000,55.812
2020-01-13 15:04:44,53.437
2020-01-13 15:04:44.200000,52.875
2020-01-13 15:04:44.400000,53.625
2020-01-13 15:04:44.600000,53.75
2020-01-13 15:04:44.800000,54.187
2020-01-13 15:04:45,54.375
2020-01-13 15:04:45.200000,53.937
2020-01-13 15:04:45.400000,54.0
2020-01-13 15:04:45.600000,54.187
2020-01-13 15:04:45.800000,53.937
2020-01-13 15:04:46,57.375
2020-01-13 15:04:46.200000,56.0
2020-01-13 15:04:46.400000,54.375
2020-01-13 15:04:46.600000,53.375
2020-01-13 15:04:46.800000,53.125
2020-01-13 15:04:47,52.625
2020-01-13 15:04:47.200000,52.375
2020-01-13 15:04:47.400000,52.0
2020-01-13 15:04:47.600000,52.437
2020-01-13 15:04:47.800000,52.312
2020-01-13 15:04:48,52.687
2020-01-13 15:04:48.200000,51.375
2020-01-13 15:04:48.400000,52.25
2020-01-13 15:04:48.600000,36.312
2020-01-13 15:04:48.800000,25.937
2020-01-13 15:04:49,34.937
2020-01-13 15:04:49.200000,52.187
2020-01-13 15:04:49.400000,54.687
2020-01-13 15:04:49.600000,57.875
2020-01-13 15:04:49.800000,54.375
2020-01-13 15:04:50,52.437
