starttime,value
2020-01-13 11:46:08.400000,111.687
2020-01-13 11:46:08.600000,111.687
2020-01-13 11:46:08.800000,111.562
2020-01-13 11:46:09,111.562
2020-01-13 11:46:09.200000,111.75
2020-01-13 11:46:09.400000,111.625
2020-01-13 11:46:09.600000,111.812
2020-01-13 11:46:09.800000,111.687
2020-01-13 11:46:10,111.875
2020-01-13 11:46:10.200000,111.75
2020-01-13 11:46:10.400000,111.687
2020-01-13 11:46:10.600000,111.875
2020-01-13 11:46:10.800000,111.687
2020-01-13 11:46:11,111.75
2020-01-13 11:46:11.200000,111.75
2020-01-13 11:46:11.400000,111.75
2020-01-13 11:46:11.600000,111.75
2020-01-13 11:46:11.800000,111.75
2020-01-13 11:46:12,111.75
2020-01-13 11:46:12.200000,111.75
2020-01-13 11:46:12.400000,111.75
2020-01-13 11:46:12.600000,111.75
2020-01-13 11:46:12.800000,111.75
2020-01-13 11:46:13,111.75
2020-01-13 11:46:13.200000,111.75
2020-01-13 11:46:13.400000,111.75
