starttime,value
2020-01-13 11:44:11.800000,111.625
2020-01-13 11:44:12,111.625
2020-01-13 11:44:12.200000,111.625
2020-01-13 11:44:12.400000,111.625
2020-01-13 11:44:12.600000,111.625
2020-01-13 11:44:12.800000,111.75
2020-01-13 11:44:13,111.625
2020-01-13 11:44:13.200000,111.625
2020-01-13 11:44:13.400000,111.625
2020-01-13 11:44:13.600000,111.625
2020-01-13 11:44:13.800000,111.625
2020-01-13 11:44:14,111.812
2020-01-13 11:44:14.200000,111.625
2020-01-13 11:44:14.400000,111.625
2020-01-13 11:44:14.600000,111.687
2020-01-13 11:44:14.800000,111.812
2020-01-13 11:44:15,111.625
2020-01-13 11:44:15.200000,111.625
2020-01-13 11:44:15.400000,111.625
2020-01-13 11:44:15.600000,111.687
2020-01-13 11:44:15.800000,111.875
2020-01-13 11:44:16,111.875
2020-01-13 11:44:16.200000,111.875
2020-01-13 11:44:16.400000,111.875
2020-01-13 11:44:16.600000,111.687
2020-01-13 11:44:16.800000,111.625
