start,end,avg
2020-01-10 19:11:41,2020-01-10 19:11:41.200000,0.667,g
2020-01-10 19:11:41.200000,2020-01-10 19:11:41.400000,0.108,g
2020-01-10 19:11:41.400000,2020-01-10 19:11:41.600000,0.437,g
2020-01-10 19:11:41.600000,2020-01-10 19:11:41.800000,0.441,g
2020-01-10 19:11:41.800000,2020-01-10 19:11:42,0.875,g
2020-01-10 19:11:42,2020-01-10 19:11:42.200000,0.306,g
2020-01-10 19:11:42.200000,2020-01-10 19:11:42.400000,0.5,g
2020-01-10 19:11:42.400000,2020-01-10 19:11:42.600000,1.038,g
2020-01-10 19:11:42.600000,2020-01-10 19:11:42.800000,0.637,g
2020-01-10 19:11:42.800000,2020-01-10 19:11:43,0.67,g
2020-01-10 19:11:43,2020-01-10 19:11:43.200000,0.293,g
2020-01-10 19:11:43.200000,2020-01-10 19:11:43.400000,0.87,g
2020-01-10 19:11:43.400000,2020-01-10 19:11:43.600000,0.888,g
2020-01-10 19:11:43.600000,2020-01-10 19:11:43.800000,0.336,g
2020-01-10 19:11:43.800000,2020-01-10 19:11:44,1.142,g
2020-01-10 19:11:44,2020-01-10 19:11:44.200000,1.49,g
2020-01-10 19:11:44.200000,2020-01-10 19:11:44.400000,1.337,g
2020-01-10 19:11:44.400000,2020-01-10 19:11:44.600000,2.413,g
2020-01-10 19:11:44.600000,2020-01-10 19:11:44.800000,1.33,g
2020-01-10 19:11:44.800000,2020-01-10 19:11:45,0.712,g
2020-01-10 19:11:45,2020-01-10 19:11:45.200000,1.741,g
2020-01-10 19:11:45.200000,2020-01-10 19:11:45.400000,1.592,g
2020-01-10 19:11:45.400000,2020-01-10 19:11:45.600000,1.393,g
2020-01-10 19:11:45.600000,2020-01-10 19:11:45.800000,0.586,g
2020-01-10 19:11:45.800000,2020-01-10 19:11:46,0.572,g
2020-01-10 19:11:46,2020-01-10 19:11:46.200000,0.569,g
2020-01-10 19:11:46.200000,2020-01-10 19:11:46.400000,0.257,g
2020-01-10 19:11:46.400000,2020-01-10 19:11:46.600000,0.336,g
2020-01-10 19:11:46.600000,2020-01-10 19:11:46.800000,0.612,g
2020-01-10 19:11:46.800000,2020-01-10 19:11:47,1.202,g
2020-01-10 19:11:47,2020-01-10 19:11:47.200000,0.488,g
2020-01-10 19:11:47.200000,2020-01-10 19:11:47.400000,0.85,g
2020-01-10 19:11:47.400000,2020-01-10 19:11:47.600000,0.265,g
2020-01-10 19:11:47.600000,2020-01-10 19:11:47.800000,0.369,g
2020-01-10 19:11:47.800000,2020-01-10 19:11:48,0.125,g
2020-01-10 19:11:48,2020-01-10 19:11:48.200000,0.293,g
2020-01-10 19:11:48.200000,2020-01-10 19:11:48.400000,0.088,g
2020-01-10 19:11:48.400000,2020-01-10 19:11:48.600000,0.25,g
2020-01-10 19:11:48.600000,2020-01-10 19:11:48.800000,0.153,g
2020-01-10 19:11:48.800000,2020-01-10 19:11:49,0.125,g
2020-01-10 19:11:49,2020-01-10 19:11:49.200000,0.225,g
2020-01-10 19:11:49.200000,2020-01-10 19:11:49.400000,0.312,g
2020-01-10 19:11:49.400000,2020-01-10 19:11:49.600000,0.306,g
2020-01-10 19:11:49.600000,2020-01-10 19:11:49.800000,0.286,g
2020-01-10 19:11:49.800000,2020-01-10 19:11:50,0.139,g
2020-01-10 19:11:50,2020-01-10 19:11:50.200000,0.216,g
2020-01-10 19:11:50.200000,2020-01-10 19:11:50.400000,0.139,g
2020-01-10 19:11:50.400000,2020-01-10 19:11:50.600000,0.139,g
2020-01-10 19:11:50.600000,2020-01-10 19:11:50.800000,0.153,g
2020-01-10 19:11:50.800000,2020-01-10 19:11:51,0.0,g
2020-01-10 19:11:51,2020-01-10 19:11:51.200000,0.139,g
2020-01-10 19:11:51.200000,2020-01-10 19:11:51.400000,0.108,g
2020-01-10 19:11:51.400000,2020-01-10 19:11:51.600000,0.0,g
2020-01-10 19:11:51.600000,2020-01-10 19:11:51.800000,0.139,g
2020-01-10 19:11:51.800000,2020-01-10 19:11:52,0.0,g
2020-01-10 19:11:52,2020-01-10 19:11:52.200000,0.225,g
2020-01-10 19:11:52.200000,2020-01-10 19:11:52.400000,0.062,g
2020-01-10 19:11:52.400000,2020-01-10 19:11:52.600000,0.062,g
2020-01-10 19:11:52.600000,2020-01-10 19:11:52.800000,0.197,g
2020-01-10 19:11:52.800000,2020-01-10 19:11:53,0.522,g
