start,end,avg
2020-01-10 20:16:56.800000,2020-01-10 20:16:57,1.019,g
2020-01-10 20:16:57,2020-01-10 20:16:57.200000,1.826,g
2020-01-10 20:16:57.200000,2020-01-10 20:16:57.400000,2.477,g
2020-01-10 20:16:57.400000,2020-01-10 20:16:57.600000,0.565,g
2020-01-10 20:16:57.600000,2020-01-10 20:16:57.800000,0.81,g
2020-01-10 20:16:57.800000,2020-01-10 20:16:58,0.937,g
2020-01-10 20:16:58,2020-01-10 20:16:58.200000,1.169,g
2020-01-10 20:16:58.200000,2020-01-10 20:16:58.400000,0.886,g
2020-01-10 20:16:58.400000,2020-01-10 20:16:58.600000,0.488,g
2020-01-10 20:16:58.600000,2020-01-10 20:16:58.800000,1.068,g
2020-01-10 20:16:58.800000,2020-01-10 20:16:59,1.881,g
2020-01-10 20:16:59,2020-01-10 20:16:59.200000,1.267,g
2020-01-10 20:16:59.200000,2020-01-10 20:16:59.400000,1.86,g
2020-01-10 20:16:59.400000,2020-01-10 20:16:59.600000,1.475,g
2020-01-10 20:16:59.600000,2020-01-10 20:16:59.800000,2.299,g
2020-01-10 20:16:59.800000,2020-01-10 20:17:00,1.331,g
2020-01-10 20:17:00,2020-01-10 20:17:00.200000,2.145,g
2020-01-10 20:17:00.200000,2020-01-10 20:17:00.400000,2.186,g
2020-01-10 20:17:00.400000,2020-01-10 20:17:00.600000,0.836,g
2020-01-10 20:17:00.600000,2020-01-10 20:17:00.800000,1.194,g
2020-01-10 20:17:00.800000,2020-01-10 20:17:01,0.962,g
2020-01-10 20:17:01,2020-01-10 20:17:01.200000,2.033,g
2020-01-10 20:17:01.200000,2020-01-10 20:17:01.400000,1.71,g
2020-01-10 20:17:01.400000,2020-01-10 20:17:01.600000,2.734,g
2020-01-10 20:17:01.600000,2020-01-10 20:17:01.800000,2.134,g
2020-01-10 20:17:01.800000,2020-01-10 20:17:02,5.139,g
2020-01-10 20:17:02,2020-01-10 20:17:02.200000,5.071,g
2020-01-10 20:17:02.200000,2020-01-10 20:17:02.400000,4.028,g
2020-01-10 20:17:02.400000,2020-01-10 20:17:02.600000,1.334,g
2020-01-10 20:17:02.600000,2020-01-10 20:17:02.800000,0.667,g
2020-01-10 20:17:02.800000,2020-01-10 20:17:03,0.667,g
2020-01-10 20:17:03,2020-01-10 20:17:03.200000,1.687,g
2020-01-10 20:17:03.200000,2020-01-10 20:17:03.400000,1.893,g
2020-01-10 20:17:03.400000,2020-01-10 20:17:03.600000,1.162,g
2020-01-10 20:17:03.600000,2020-01-10 20:17:03.800000,1.194,g
2020-01-10 20:17:03.800000,2020-01-10 20:17:04,0.225,g
2020-01-10 20:17:04,2020-01-10 20:17:04.200000,0.905,g
2020-01-10 20:17:04.200000,2020-01-10 20:17:04.400000,0.861,g
2020-01-10 20:17:04.400000,2020-01-10 20:17:04.600000,0.503,g
2020-01-10 20:17:04.600000,2020-01-10 20:17:04.800000,0.978,g
2020-01-10 20:17:04.800000,2020-01-10 20:17:05,0.559,g
2020-01-10 20:17:05,2020-01-10 20:17:05.200000,0.318,g
2020-01-10 20:17:05.200000,2020-01-10 20:17:05.400000,0.48,g
2020-01-10 20:17:05.400000,2020-01-10 20:17:05.600000,0.548,g
2020-01-10 20:17:05.600000,2020-01-10 20:17:05.800000,0.364,g
2020-01-10 20:17:05.800000,2020-01-10 20:17:06,0.312,g
2020-01-10 20:17:06,2020-01-10 20:17:06.200000,0.441,g
2020-01-10 20:17:06.200000,2020-01-10 20:17:06.400000,0.062,g
2020-01-10 20:17:06.400000,2020-01-10 20:17:06.600000,0.233,g
2020-01-10 20:17:06.600000,2020-01-10 20:17:06.800000,0.233,g
2020-01-10 20:17:06.800000,2020-01-10 20:17:07,0.088,g
2020-01-10 20:17:07,2020-01-10 20:17:07.200000,0.197,g
2020-01-10 20:17:07.200000,2020-01-10 20:17:07.400000,0.446,g
2020-01-10 20:17:07.400000,2020-01-10 20:17:07.600000,0.0,g
2020-01-10 20:17:07.600000,2020-01-10 20:17:07.800000,0.062,g
2020-01-10 20:17:07.800000,2020-01-10 20:17:08,0.139,g
2020-01-10 20:17:08,2020-01-10 20:17:08.200000,0.0,g
2020-01-10 20:17:08.200000,2020-01-10 20:17:08.400000,0.0,g
2020-01-10 20:17:08.400000,2020-01-10 20:17:08.600000,0.312,g
2020-01-10 20:17:08.600000,2020-01-10 20:17:08.800000,0.062,g
2020-01-10 20:17:08.800000,2020-01-10 20:17:09,0.062,g
2020-01-10 20:17:09,2020-01-10 20:17:09.200000,0.0,g
2020-01-10 20:17:09.200000,2020-01-10 20:17:09.400000,0.0,g
2020-01-10 20:17:09.400000,2020-01-10 20:17:09.600000,0.139,g
2020-01-10 20:17:09.600000,2020-01-10 20:17:09.800000,0.0,g
