starttime,value
2020-01-13 15:04:35.400000,254.375
2020-01-13 15:04:35.600000,255.812
2020-01-13 15:04:35.800000,255.062
2020-01-13 15:04:36,255.062
2020-01-13 15:04:36.200000,254.687
2020-01-13 15:04:36.400000,253.625
2020-01-13 15:04:36.600000,254.25
2020-01-13 15:04:36.800000,254.125
2020-01-13 15:04:37,253.812
2020-01-13 15:04:37.200000,253.562
2020-01-13 15:04:37.400000,253.437
2020-01-13 15:04:37.600000,253.562
2020-01-13 15:04:37.800000,253.062
2020-01-13 15:04:38,252.562
2020-01-13 15:04:38.200000,253.125
2020-01-13 15:04:38.400000,253.125
2020-01-13 15:04:38.600000,252.625
2020-01-13 15:04:38.800000,252.812
2020-01-13 15:04:39,252.937
2020-01-13 15:04:39.200000,253.125
2020-01-13 15:04:39.400000,253.562
2020-01-13 15:04:39.600000,253.187
2020-01-13 15:04:39.800000,254.062
2020-01-13 15:04:40,260.625
2020-01-13 15:04:40.200000,239.062
2020-01-13 15:04:40.400000,214.625
2020-01-13 15:04:40.600000,249.125
2020-01-13 15:04:40.800000,196.75
2020-01-13 15:04:41,242.125
2020-01-13 15:04:41.200000,241.187
2020-01-13 15:04:41.400000,242.937
2020-01-13 15:04:41.600000,254.25
2020-01-13 15:04:41.800000,258.312
2020-01-13 15:04:42,255.812
2020-01-13 15:04:42.200000,213.562
2020-01-13 15:04:42.400000,192.875
2020-01-13 15:04:42.600000,268.687
2020-01-13 15:04:42.800000,205.75
2020-01-13 15:04:43,222.187
2020-01-13 15:04:43.200000,240.812
2020-01-13 15:04:43.400000,246.937
2020-01-13 15:04:43.600000,248.187
2020-01-13 15:04:43.800000,240.437
2020-01-13 15:04:44,237.125
2020-01-13 15:04:44.200000,240.125
2020-01-13 15:04:44.400000,239.75
2020-01-13 15:04:44.600000,241.125
2020-01-13 15:04:44.800000,242.687
2020-01-13 15:04:45,242.0
2020-01-13 15:04:45.200000,244.375
2020-01-13 15:04:45.400000,245.812
2020-01-13 15:04:45.600000,246.875
2020-01-13 15:04:45.800000,246.375
2020-01-13 15:04:46,251.562
2020-01-13 15:04:46.200000,237.0
2020-01-13 15:04:46.400000,245.0
2020-01-13 15:04:46.600000,247.187
2020-01-13 15:04:46.800000,248.0
2020-01-13 15:04:47,249.312
2020-01-13 15:04:47.200000,249.687
2020-01-13 15:04:47.400000,248.562
2020-01-13 15:04:47.600000,248.437
2020-01-13 15:04:47.800000,248.125
2020-01-13 15:04:48,249.125
2020-01-13 15:04:48.200000,225.75
2020-01-13 15:04:48.400000,246.625
2020-01-13 15:04:48.600000,241.125
2020-01-13 15:04:48.800000,239.75
2020-01-13 15:04:49,244.437
2020-01-13 15:04:49.200000,244.937
2020-01-13 15:04:49.400000,242.062
2020-01-13 15:04:49.600000,232.687
2020-01-13 15:04:49.800000,213.375
2020-01-13 15:04:50,201.75
