start,end,avg
2020-01-10 20:19:15.400000,2020-01-10 20:19:15.600000,7.687,g
2020-01-10 20:19:15.600000,2020-01-10 20:19:15.800000,7.187,g
2020-01-10 20:19:15.800000,2020-01-10 20:19:16,7.5,g
2020-01-10 20:19:16,2020-01-10 20:19:16.200000,7.062,g
2020-01-10 20:19:16.200000,2020-01-10 20:19:16.400000,7.375,g
2020-01-10 20:19:16.400000,2020-01-10 20:19:16.600000,7.187,g
2020-01-10 20:19:16.600000,2020-01-10 20:19:16.800000,6.812,g
2020-01-10 20:19:16.800000,2020-01-10 20:19:17,7.437,g
2020-01-10 20:19:17,2020-01-10 20:19:17.200000,7.062,g
2020-01-10 20:19:17.200000,2020-01-10 20:19:17.400000,7.062,g
2020-01-10 20:19:17.400000,2020-01-10 20:19:17.600000,7.562,g
2020-01-10 20:19:17.600000,2020-01-10 20:19:17.800000,6.937,g
2020-01-10 20:19:17.800000,2020-01-10 20:19:18,7.125,g
2020-01-10 20:19:18,2020-01-10 20:19:18.200000,7.562,g
2020-01-10 20:19:18.200000,2020-01-10 20:19:18.400000,7.187,g
2020-01-10 20:19:18.400000,2020-01-10 20:19:18.600000,7.125,g
2020-01-10 20:19:18.600000,2020-01-10 20:19:18.800000,7.25,g
2020-01-10 20:19:18.800000,2020-01-10 20:19:19,7.375,g
2020-01-10 20:19:19,2020-01-10 20:19:19.200000,7.0,g
2020-01-10 20:19:19.200000,2020-01-10 20:19:19.400000,7.5,g
2020-01-10 20:19:19.400000,2020-01-10 20:19:19.600000,7.125,g
2020-01-10 20:19:19.600000,2020-01-10 20:19:19.800000,7.062,g
2020-01-10 20:19:19.800000,2020-01-10 20:19:20,7.0,g
2020-01-10 20:19:20,2020-01-10 20:19:20.200000,6.937,g
2020-01-10 20:19:20.200000,2020-01-10 20:19:20.400000,7.062,g
2020-01-10 20:19:20.400000,2020-01-10 20:19:20.600000,6.625,g
2020-01-10 20:19:20.600000,2020-01-10 20:19:20.800000,7.0,g
2020-01-10 20:19:20.800000,2020-01-10 20:19:21,6.687,g
2020-01-10 20:19:21,2020-01-10 20:19:21.200000,6.75,g
2020-01-10 20:19:21.200000,2020-01-10 20:19:21.400000,6.562,g
2020-01-10 20:19:21.400000,2020-01-10 20:19:21.600000,7.0,g
2020-01-10 20:19:21.600000,2020-01-10 20:19:21.800000,6.937,g
2020-01-10 20:19:21.800000,2020-01-10 20:19:22,6.812,g
2020-01-10 20:19:22,2020-01-10 20:19:22.200000,6.75,g
2020-01-10 20:19:22.200000,2020-01-10 20:19:22.400000,6.937,g
2020-01-10 20:19:22.400000,2020-01-10 20:19:22.600000,6.875,g
2020-01-10 20:19:22.600000,2020-01-10 20:19:22.800000,6.875,g
2020-01-10 20:19:22.800000,2020-01-10 20:19:23,6.812,g
2020-01-10 20:19:23,2020-01-10 20:19:23.200000,6.875,g
2020-01-10 20:19:23.200000,2020-01-10 20:19:23.400000,6.875,g
2020-01-10 20:19:23.400000,2020-01-10 20:19:23.600000,6.875,g
2020-01-10 20:19:23.600000,2020-01-10 20:19:23.800000,6.875,g
2020-01-10 20:19:23.800000,2020-01-10 20:19:24,6.875,g
2020-01-10 20:19:24,2020-01-10 20:19:24.200000,6.937,g
2020-01-10 20:19:24.200000,2020-01-10 20:19:24.400000,6.812,g
2020-01-10 20:19:24.400000,2020-01-10 20:19:24.600000,6.937,g
2020-01-10 20:19:24.600000,2020-01-10 20:19:24.800000,6.687,g
2020-01-10 20:19:24.800000,2020-01-10 20:19:25,6.937,g
2020-01-10 20:19:25,2020-01-10 20:19:25.200000,6.687,g
2020-01-10 20:19:25.200000,2020-01-10 20:19:25.400000,6.687,g
2020-01-10 20:19:25.400000,2020-01-10 20:19:25.600000,6.75,g
2020-01-10 20:19:25.600000,2020-01-10 20:19:25.800000,6.812,g
2020-01-10 20:19:25.800000,2020-01-10 20:19:26,6.625,g
2020-01-10 20:19:26,2020-01-10 20:19:26.200000,6.625,g
2020-01-10 20:19:26.200000,2020-01-10 20:19:26.400000,6.625,g
2020-01-10 20:19:26.400000,2020-01-10 20:19:26.600000,6.625,g
2020-01-10 20:19:26.600000,2020-01-10 20:19:26.800000,6.75,g
2020-01-10 20:19:26.800000,2020-01-10 20:19:27,6.562,g
2020-01-10 20:19:27,2020-01-10 20:19:27.200000,6.562,g
