starttime,value
2020-01-13 12:10:41.400000,1.114
2020-01-13 12:10:41.600000,0.713
2020-01-13 12:10:41.800000,1.028
2020-01-13 12:10:42,0.82
2020-01-13 12:10:42.200000,1.035
2020-01-13 12:10:42.400000,1.04
2020-01-13 12:10:42.600000,1.033
2020-01-13 12:10:42.800000,1.032
2020-01-13 12:10:43,1.005
2020-01-13 12:10:43.200000,0.932
2020-01-13 12:10:43.400000,0.95
2020-01-13 12:10:43.600000,1.133
2020-01-13 12:10:43.800000,1.169
2020-01-13 12:10:44,1.022
2020-01-13 12:10:44.200000,1.029
2020-01-13 12:10:44.400000,1.104
2020-01-13 12:10:44.600000,0.592
2020-01-13 12:10:44.800000,1.055
2020-01-13 12:10:45,0.926
2020-01-13 12:10:45.200000,0.726
2020-01-13 12:10:45.400000,0.704
2020-01-13 12:10:45.600000,1.136
2020-01-13 12:10:45.800000,1.074
2020-01-13 12:10:46,1.112
2020-01-13 12:10:46.200000,1.082
2020-01-13 12:10:46.400000,1.158
2020-01-13 12:10:46.600000,0.885
2020-01-13 12:10:46.800000,1.026
2020-01-13 12:10:47,1.241
2020-01-13 12:10:47.200000,1.389
2020-01-13 12:10:47.400000,0.811
2020-01-13 12:10:47.600000,1.061
2020-01-13 12:10:47.800000,2.228
2020-01-13 12:10:48,2.911
2020-01-13 12:10:48.200000,1.945
2020-01-13 12:10:48.400000,0.697
2020-01-13 12:10:48.600000,0.983
2020-01-13 12:10:48.800000,0.805
2020-01-13 12:10:49,1.394
2020-01-13 12:10:49.200000,1.69
2020-01-13 12:10:49.400000,0.75
2020-01-13 12:10:49.600000,0.99
2020-01-13 12:10:49.800000,1.287
2020-01-13 12:10:50,3.255
2020-01-13 12:10:50.200000,3.256
2020-01-13 12:10:50.400000,1.139
2020-01-13 12:10:50.600000,0.958
2020-01-13 12:10:50.800000,0.78
2020-01-13 12:10:51,1.272
2020-01-13 12:10:51.200000,1.763
2020-01-13 12:10:51.400000,0.908
2020-01-13 12:10:51.600000,0.673
2020-01-13 12:10:51.800000,2.098
2020-01-13 12:10:52,2.872
2020-01-13 12:10:52.200000,3.004
2020-01-13 12:10:52.400000,1.078
2020-01-13 12:10:52.600000,1.002
2020-01-13 12:10:52.800000,1.189
2020-01-13 12:10:53,1.339
2020-01-13 12:10:53.200000,1.414
2020-01-13 12:10:53.400000,1.539
2020-01-13 12:10:53.600000,0.991
2020-01-13 12:10:53.800000,1.249
2020-01-13 12:10:54,1.153
2020-01-13 12:10:54.200000,1.019
2020-01-13 12:10:54.400000,1.015
2020-01-13 12:10:54.600000,1.055
2020-01-13 12:10:54.800000,1.144
2020-01-13 12:10:55,1.074
2020-01-13 12:10:55.200000,1.024
2020-01-13 12:10:55.400000,1.054
2020-01-13 12:10:55.600000,1.135
2020-01-13 12:10:55.800000,1.131
2020-01-13 12:10:56,1.094
2020-01-13 12:10:56.200000,1.424
2020-01-13 12:10:56.400000,3.612
2020-01-13 12:10:56.600000,4.192
2020-01-13 12:10:56.800000,0.689
2020-01-13 12:10:57,0.51
2020-01-13 12:10:57.200000,1.185
2020-01-13 12:10:57.400000,1.257
2020-01-13 12:10:57.600000,1.151
2020-01-13 12:10:57.800000,0.62
2020-01-13 12:10:58,1.11
2020-01-13 12:10:58.200000,0.665
2020-01-13 12:10:58.400000,1.086
2020-01-13 12:10:58.600000,0.788
2020-01-13 12:10:58.800000,1.073
