starttime,value
2020-01-13 15:50:36.200000,0.989
2020-01-13 15:50:36.400000,0.99
2020-01-13 15:50:36.600000,0.988
2020-01-13 15:50:36.800000,0.99
2020-01-13 15:50:37,0.99
2020-01-13 15:50:37.200000,0.989
2020-01-13 15:50:37.400000,0.99
2020-01-13 15:50:37.600000,0.989
2020-01-13 15:50:37.800000,0.989
2020-01-13 15:50:38,0.988
2020-01-13 15:50:38.200000,0.989
2020-01-13 15:50:38.400000,0.991
2020-01-13 15:50:38.600000,0.989
2020-01-13 15:50:38.800000,1.286
2020-01-13 15:50:39,0.987
2020-01-13 15:50:39.200000,1.047
2020-01-13 15:50:39.400000,1.246
2020-01-13 15:50:39.600000,0.74
2020-01-13 15:50:39.800000,1.192
2020-01-13 15:50:40,0.983
2020-01-13 15:50:40.200000,1.061
2020-01-13 15:50:40.400000,1.199
2020-01-13 15:50:40.600000,1.103
2020-01-13 15:50:40.800000,0.999
2020-01-13 15:50:41,1.194
2020-01-13 15:50:41.200000,0.978
2020-01-13 15:50:41.400000,1.045
2020-01-13 15:50:41.600000,0.906
2020-01-13 15:50:41.800000,1.377
2020-01-13 15:50:42,1.065
2020-01-13 15:50:42.200000,1.142
2020-01-13 15:50:42.400000,1.085
2020-01-13 15:50:42.600000,1.056
2020-01-13 15:50:42.800000,1.014
2020-01-13 15:50:43,1.048
2020-01-13 15:50:43.200000,1.055
2020-01-13 15:50:43.400000,1.05
2020-01-13 15:50:43.600000,1.089
2020-01-13 15:50:43.800000,1.051
2020-01-13 15:50:44,1.036
2020-01-13 15:50:44.200000,1.081
2020-01-13 15:50:44.400000,1.062
2020-01-13 15:50:44.600000,1.051
2020-01-13 15:50:44.800000,1.054
2020-01-13 15:50:45,1.053
2020-01-13 15:50:45.200000,0.984
2020-01-13 15:50:45.400000,1.18
2020-01-13 15:50:45.600000,1.048
2020-01-13 15:50:45.800000,1.107
2020-01-13 15:50:46,1.058
2020-01-13 15:50:46.200000,1.065
2020-01-13 15:50:46.400000,1.062
2020-01-13 15:50:46.600000,1.104
2020-01-13 15:50:46.800000,1.083
2020-01-13 15:50:47,1.046
2020-01-13 15:50:47.200000,1.083
2020-01-13 15:50:47.400000,1.073
2020-01-13 15:50:47.600000,1.09
2020-01-13 15:50:47.800000,1.092
2020-01-13 15:50:48,1.076
2020-01-13 15:50:48.200000,1.076
2020-01-13 15:50:48.400000,1.06
2020-01-13 15:50:48.600000,1.07
2020-01-13 15:50:48.800000,1.043
2020-01-13 15:50:49,1.074
2020-01-13 15:50:49.200000,1.091
2020-01-13 15:50:49.400000,1.087
2020-01-13 15:50:49.600000,1.067
2020-01-13 15:50:49.800000,1.068
2020-01-13 15:50:50,1.145
2020-01-13 15:50:50.200000,1.0
2020-01-13 15:50:50.400000,1.17
2020-01-13 15:50:50.600000,1.016
2020-01-13 15:50:50.800000,1.156
2020-01-13 15:50:51,1.098
2020-01-13 15:50:51.200000,1.08
2020-01-13 15:50:51.400000,1.108
2020-01-13 15:50:51.600000,1.065
2020-01-13 15:50:51.800000,1.078
2020-01-13 15:50:52,1.073
2020-01-13 15:50:52.200000,1.05
