starttime,value
2020-01-13 15:30:57.600000,206.25
2020-01-13 15:30:57.800000,206.25
2020-01-13 15:30:58,206.25
2020-01-13 15:30:58.200000,206.25
2020-01-13 15:30:58.400000,206.25
2020-01-13 15:30:58.600000,206.25
2020-01-13 15:30:58.800000,206.25
2020-01-13 15:30:59,206.25
2020-01-13 15:30:59.200000,206.25
2020-01-13 15:30:59.400000,206.25
2020-01-13 15:30:59.600000,206.375
2020-01-13 15:30:59.800000,206.187
2020-01-13 15:31:00,206.187
2020-01-13 15:31:00.200000,206.312
2020-01-13 15:31:00.400000,204.75
2020-01-13 15:31:00.600000,204.375
2020-01-13 15:31:00.800000,210.687
2020-01-13 15:31:01,216.375
2020-01-13 15:31:01.200000,242.5
2020-01-13 15:31:01.400000,243.437
2020-01-13 15:31:01.600000,251.812
2020-01-13 15:31:01.800000,262.25
2020-01-13 15:31:02,264.0
2020-01-13 15:31:02.200000,269.187
2020-01-13 15:31:02.400000,270.125
2020-01-13 15:31:02.600000,270.937
2020-01-13 15:31:02.800000,271.125
