start,end,avg
2020-01-10 20:15:58.800000,2020-01-10 20:15:59,0.998,g
2020-01-10 20:15:59,2020-01-10 20:15:59.200000,0.994,g
2020-01-10 20:15:59.200000,2020-01-10 20:15:59.400000,0.992,g
2020-01-10 20:15:59.400000,2020-01-10 20:15:59.600000,0.995,g
2020-01-10 20:15:59.600000,2020-01-10 20:15:59.800000,0.997,g
2020-01-10 20:15:59.800000,2020-01-10 20:16:00,0.998,g
2020-01-10 20:16:00,2020-01-10 20:16:00.200000,0.993,g
2020-01-10 20:16:00.200000,2020-01-10 20:16:00.400000,0.995,g
2020-01-10 20:16:00.400000,2020-01-10 20:16:00.600000,0.998,g
2020-01-10 20:16:00.600000,2020-01-10 20:16:00.800000,0.997,g
2020-01-10 20:16:00.800000,2020-01-10 20:16:01,0.993,g
2020-01-10 20:16:01,2020-01-10 20:16:01.200000,0.999,g
2020-01-10 20:16:01.200000,2020-01-10 20:16:01.400000,0.995,g
2020-01-10 20:16:01.400000,2020-01-10 20:16:01.600000,0.994,g
2020-01-10 20:16:01.600000,2020-01-10 20:16:01.800000,0.997,g
2020-01-10 20:16:01.800000,2020-01-10 20:16:02,0.997,g
2020-01-10 20:16:02,2020-01-10 20:16:02.200000,0.998,g
2020-01-10 20:16:02.200000,2020-01-10 20:16:02.400000,0.996,g
2020-01-10 20:16:02.400000,2020-01-10 20:16:02.600000,0.997,g
2020-01-10 20:16:02.600000,2020-01-10 20:16:02.800000,0.995,g
2020-01-10 20:16:02.800000,2020-01-10 20:16:03,0.995,g
2020-01-10 20:16:03,2020-01-10 20:16:03.200000,0.995,g
2020-01-10 20:16:03.200000,2020-01-10 20:16:03.400000,0.991,g
2020-01-10 20:16:03.400000,2020-01-10 20:16:03.600000,0.997,g
2020-01-10 20:16:03.600000,2020-01-10 20:16:03.800000,0.993,g
2020-01-10 20:16:03.800000,2020-01-10 20:16:04,0.994,g
2020-01-10 20:16:04,2020-01-10 20:16:04.200000,0.996,g
2020-01-10 20:16:04.200000,2020-01-10 20:16:04.400000,0.995,g
2020-01-10 20:16:04.400000,2020-01-10 20:16:04.600000,0.995,g
2020-01-10 20:16:04.600000,2020-01-10 20:16:04.800000,0.996,g
2020-01-10 20:16:04.800000,2020-01-10 20:16:05,0.994,g
2020-01-10 20:16:05,2020-01-10 20:16:05.200000,0.994,g
2020-01-10 20:16:05.200000,2020-01-10 20:16:05.400000,0.993,g
2020-01-10 20:16:05.400000,2020-01-10 20:16:05.600000,0.994,g
2020-01-10 20:16:05.600000,2020-01-10 20:16:05.800000,0.995,g
2020-01-10 20:16:05.800000,2020-01-10 20:16:06,0.995,g
2020-01-10 20:16:06,2020-01-10 20:16:06.200000,0.994,g
2020-01-10 20:16:06.200000,2020-01-10 20:16:06.400000,0.995,g
2020-01-10 20:16:06.400000,2020-01-10 20:16:06.600000,0.995,g
2020-01-10 20:16:06.600000,2020-01-10 20:16:06.800000,0.995,g
2020-01-10 20:16:06.800000,2020-01-10 20:16:07,0.995,g
2020-01-10 20:16:07,2020-01-10 20:16:07.200000,0.995,g
2020-01-10 20:16:07.200000,2020-01-10 20:16:07.400000,0.995,g
2020-01-10 20:16:07.400000,2020-01-10 20:16:07.600000,0.995,g
2020-01-10 20:16:07.600000,2020-01-10 20:16:07.800000,0.995,g
2020-01-10 20:16:07.800000,2020-01-10 20:16:08,0.994,g
2020-01-10 20:16:08,2020-01-10 20:16:08.200000,0.995,g
2020-01-10 20:16:08.200000,2020-01-10 20:16:08.400000,0.996,g
2020-01-10 20:16:08.400000,2020-01-10 20:16:08.600000,0.996,g
2020-01-10 20:16:08.600000,2020-01-10 20:16:08.800000,0.993,g
2020-01-10 20:16:08.800000,2020-01-10 20:16:09,0.995,g
2020-01-10 20:16:09,2020-01-10 20:16:09.200000,0.994,g
2020-01-10 20:16:09.200000,2020-01-10 20:16:09.400000,0.995,g
2020-01-10 20:16:09.400000,2020-01-10 20:16:09.600000,0.994,g
2020-01-10 20:16:09.600000,2020-01-10 20:16:09.800000,0.995,g
2020-01-10 20:16:09.800000,2020-01-10 20:16:10,0.995,g
2020-01-10 20:16:10,2020-01-10 20:16:10.200000,0.995,g
2020-01-10 20:16:10.200000,2020-01-10 20:16:10.400000,0.995,g
2020-01-10 20:16:10.400000,2020-01-10 20:16:10.600000,0.994,g
2020-01-10 20:16:10.600000,2020-01-10 20:16:10.800000,0.995,g
2020-01-10 20:16:10.800000,2020-01-10 20:16:11,0.995,g
