start,end,avg
2020-01-09 10:02:25.730000,2020-01-09 10:02:26.730000,-10.688,g
2020-01-09 10:02:26.730000,2020-01-09 10:02:27.730000,-10.688,g
2020-01-09 10:02:27.730000,2020-01-09 10:02:28.730000,-10.688,g
2020-01-09 10:02:28.730000,2020-01-09 10:02:29.730000,-10.688,g
2020-01-09 10:02:29.730000,2020-01-09 10:02:30.730000,-10.75,g
2020-01-09 10:02:30.730000,2020-01-09 10:02:31.730000,-10.625,g
2020-01-09 10:02:31.730000,2020-01-09 10:02:32.730000,-10.813,g
2020-01-09 10:02:32.730000,2020-01-09 10:02:33.730000,-10.813,g
2020-01-09 10:02:33.730000,2020-01-09 10:02:34.730000,-10.813,g
2020-01-09 10:02:34.730000,2020-01-09 10:02:35.730000,-10.813,g
2020-01-09 10:02:35.730000,2020-01-09 10:02:36.730000,-10.813,g
2020-01-09 10:02:36.730000,2020-01-09 10:02:37.730000,-10.813,g
2020-01-09 10:04:06.730000,2020-01-09 10:04:07.730000,-10.813,g
2020-01-09 10:04:07.730000,2020-01-09 10:04:08.730000,-10.813,g
2020-01-09 10:04:08.730000,2020-01-09 10:04:09.730000,-10.813,g
2020-01-09 10:04:09.730000,2020-01-09 10:04:10.730000,-10.75,g
2020-01-09 10:04:10.730000,2020-01-09 10:04:11.730000,-10.688,g
2020-01-09 10:04:11.730000,2020-01-09 10:04:12.730000,-10.563,g
2020-01-09 10:04:12.730000,2020-01-09 10:04:13.730000,-10.563,g
2020-01-09 10:04:13.730000,2020-01-09 10:04:14.730000,-10.563,g
2020-01-09 10:04:14.730000,2020-01-09 10:04:15.730000,-10.563,g
2020-01-09 10:04:15.730000,2020-01-09 10:04:16.730000,-10.563,g
2020-01-09 10:04:16.730000,2020-01-09 10:04:17.730000,-10.563,g
2020-01-09 10:04:17.730000,2020-01-09 10:04:18.730000,-10.563,g
2020-01-09 10:07:39.730000,2020-01-09 10:07:40.730000,-10.188,g
2020-01-09 10:07:40.730000,2020-01-09 10:07:41.730000,-10.25,g
2020-01-09 10:07:41.730000,2020-01-09 10:07:42.730000,-10.25,g
2020-01-09 10:07:42.730000,2020-01-09 10:07:43.730000,-10.25,g
2020-01-09 10:07:43.730000,2020-01-09 10:07:44.730000,-10.25,g
2020-01-09 10:07:44.730000,2020-01-09 10:07:45.730000,-10.25,g
2020-01-09 10:07:45.730000,2020-01-09 10:07:46.730000,-10.25,g
2020-01-09 10:07:46.730000,2020-01-09 10:07:47.730000,-10.25,g
